customer_id,customer_name,age,gender,city,state,account_type,join_date,balance,age_group
C00579,Jhanvi Chand,46,Female,Kochi,Kerala,Savings,2022-11-11,498671,41-50
C00580,Siya Cherian,33,Male,Mumbai,Maharashtra,Savings,2023-05-28,391269,31-40
C00581,Ayesha Andra,34,Female,Hyderabad,Telangana,Current,2023-05-19,445831,31-40
C00582,Raghav Sule,25,Female,Pune,Maharashtra,Current,2024-10-09,82969,21-30
C00583,Aarav Koshy,40,Male,Pune,Maharashtra,Current,2025-12-15,355329,31-40
C00584,Jayesh Aggarwal,48,Female,Coimbatore,Tamil Nadu,Savings,2023-06-23,245440,41-50
C00585,Amani Tak,51,Female,Mumbai,Maharashtra,Current,2025-10-02,295026,51-60
C00586,Rohan Goda,44,Male,Chennai,Tamil Nadu,Savings,2023-01-18,413153,41-50
C00587,Nehmat Lalla,43,Male,Coimbatore,Tamil Nadu,Savings,2024-04-20,305289,41-50
C00588,Eva Iyengar,46,Female,Pune,Maharashtra,Current,2023-05-09,65545,41-50
C00589,Shalv Kaul,27,Female,Chennai,Tamil Nadu,Savings,2025-07-26,277741,21-30
C00590,Hiran Chadha,54,Male,Pune,Maharashtra,Current,2023-01-08,206146,51-60
C00591,Gatik Ratta,50,Male,Hyderabad,Telangana,Current,2023-11-19,22877,41-50
C00592,Kiara Roy,27,Female,Hyderabad,Telangana,Current,2021-10-24,492632,21-30
C00593,Chirag Karan,28,Male,Chennai,Tamil Nadu,Current,2023-01-13,173520,21-30
C00594,Zaina Bakshi,50,Male,Bangalore,Karnataka,Current,2024-09-14,192609,41-50
C00595,Eshani Mane,27,Female,Hyderabad,Telangana,Current,2021-09-09,177200,21-30
C00596,Miraan Dey,40,Male,Chennai,Tamil Nadu,Savings,2023-03-21,21841,31-40
C00597,Kiaan Sharma,42,Male,Kochi,Kerala,Savings,2025-12-09,497547,41-50
C00598,Anya Madan,36,Male,Pune,Maharashtra,Savings,2025-08-09,183533,31-40
C00599,Vanya Kant,48,Female,Mumbai,Maharashtra,Savings,2025-12-25,428253,41-50
C00600,Mannat Date,32,Male,Hyderabad,Telangana,Current,2022-03-21,217399,31-40
C00601,Anay Keer,60,Male,Chennai,Tamil Nadu,Current,2025-08-20,320485,51-60
C00602,Hridaan Date,45,Male,Hyderabad,Telangana,Savings,2025-07-31,117890,41-50
C00603,Tejas Gara,25,Male,Bangalore,Karnataka,Savings,2025-05-14,201780,21-30
C00604,Vihaan Bhatnagar,33,Female,Bangalore,Karnataka,Savings,2023-02-04,147548,31-40
C00605,Heer Chada,52,Female,Pune,Maharashtra,Current,2025-05-15,330501,51-60
C00606,Jiya Dua,58,Male,Hyderabad,Telangana,Current,2025-05-03,194541,51-60
C00607,Akarsh Majumdar,50,Male,Kochi,Kerala,Current,2024-01-13,491654,41-50
C00608,Myra Devan,58,Male,Mumbai,Maharashtra,Savings,2023-05-15,174199,51-60
C00609,Mannat Bobal,36,Female,Chennai,Tamil Nadu,Savings,2025-05-18,105968,31-40
C00610,Nakul Grewal,30,Female,Bangalore,Karnataka,Current,2024-07-02,322698,21-30
C00611,Nitara Ranganathan,57,Female,Coimbatore,Tamil Nadu,Current,2026-02-13,107388,51-60
C00612,Vanya Walia,55,Male,Hyderabad,Telangana,Savings,2022-03-15,266713,51-60
C00613,Miraya Varughese,29,Male,Bangalore,Karnataka,Current,2025-09-06,451442,21-30
C00614,Drishya Subramanian,60,Male,Hyderabad,Telangana,Current,2025-08-09,15024,51-60
C00615,Raunak Krishna,29,Male,Hyderabad,Telangana,Current,2023-02-11,304430,21-30
C00616,Mahika Ben,52,Female,Mumbai,Maharashtra,Current,2022-02-06,227910,51-60
C00617,Hridaan Banerjee,49,Female,Pune,Maharashtra,Savings,2024-05-24,53343,41-50
C00618,Nitara Sridhar,22,Male,Mumbai,Maharashtra,Current,2024-11-28,27141,21-30
C00619,Samarth Saxena,35,Female,Bangalore,Karnataka,Savings,2022-02-03,419332,31-40
C00620,Rania Sidhu,57,Female,Hyderabad,Telangana,Savings,2025-05-13,310267,51-60
C00621,Anika Deol,38,Female,Chennai,Tamil Nadu,Savings,2022-12-30,408461,31-40
C00622,Rania Ratta,49,Male,Pune,Maharashtra,Current,2021-08-11,63695,41-50
C00623,Madhav Baral,36,Female,Pune,Maharashtra,Savings,2023-11-01,245789,31-40
C00624,Manikya Bakshi,43,Male,Bangalore,Karnataka,Current,2024-05-20,463661,41-50
C00625,Neysa Agrawal,36,Male,Chennai,Tamil Nadu,Current,2024-01-21,461437,31-40
C00626,Himmat Krish,60,Female,Pune,Maharashtra,Savings,2022-02-15,333040,51-60
C00627,Kabir Sachar,34,Male,Coimbatore,Tamil Nadu,Savings,2023-08-04,308883,31-40
C00628,Rati Batta,55,Female,Bangalore,Karnataka,Savings,2026-04-27,179687,51-60
C00629,Neysa Kata,39,Female,Pune,Maharashtra,Current,2025-09-05,459847,31-40
C00630,Bhamini Saraf,27,Male,Mumbai,Maharashtra,Current,2024-07-03,491699,21-30
C00631,Aaryahi Sharma,38,Male,Chennai,Tamil Nadu,Savings,2022-11-13,140902,31-40
C00632,Rasha Zachariah,41,Male,Coimbatore,Tamil Nadu,Current,2023-04-16,266617,41-50
C00633,Lavanya Gopal,57,Female,Coimbatore,Tamil Nadu,Current,2023-07-03,206698,51-60
C00634,Riaan Char,25,Male,Hyderabad,Telangana,Current,2022-08-07,280329,21-30
C00635,Yuvaan Swamy,38,Female,Pune,Maharashtra,Current,2021-07-26,265875,31-40
C00636,Riaan Garde,58,Male,Bangalore,Karnataka,Savings,2025-03-23,393218,51-60
C00637,Umang Raval,43,Male,Hyderabad,Telangana,Current,2023-04-08,124205,41-50
C00638,Advika Koshy,34,Female,Hyderabad,Telangana,Current,2024-10-26,179274,31-40
C00639,Damini Konda,39,Female,Kochi,Kerala,Savings,2023-07-31,306821,31-40
C00640,Samiha Sama,52,Female,Kochi,Kerala,Savings,2024-08-23,34087,51-60
C00641,Fateh Garde,50,Male,Chennai,Tamil Nadu,Savings,2021-11-23,497290,41-50
C00642,Eva Dutt,31,Female,Kochi,Kerala,Current,2021-12-17,10354,31-40
C00643,Madhup Bajwa,33,Male,Hyderabad,Telangana,Current,2024-06-03,93349,31-40
C00644,Ivan Lad,38,Male,Kochi,Kerala,Current,2024-12-20,141276,31-40
C00645,Advik Kata,44,Male,Chennai,Tamil Nadu,Savings,2024-01-29,217797,41-50
C00646,Umang Dave,40,Male,Pune,Maharashtra,Current,2023-12-31,353663,31-40
C00647,Arnav Taneja,27,Male,Chennai,Tamil Nadu,Savings,2022-11-01,259984,21-30
C00648,Adah Seshadri,29,Male,Chennai,Tamil Nadu,Current,2025-02-02,14869,21-30
C00649,Nehmat Kari,42,Male,Chennai,Tamil Nadu,Current,2025-04-27,373872,41-50
C00650,Tiya Ganesan,51,Male,Coimbatore,Tamil Nadu,Savings,2024-07-18,210838,51-60
C00651,Dhanush Basu,27,Male,Chennai,Tamil Nadu,Current,2025-12-04,202708,21-30
C00652,Jhanvi Babu,29,Female,Bangalore,Karnataka,Savings,2024-12-29,346370,21-30
C00653,Jiya Halder,30,Male,Pune,Maharashtra,Savings,2025-03-09,329983,21-30
C00654,Riaan Tandon,31,Female,Pune,Maharashtra,Current,2023-05-20,388762,31-40
C00655,Kabir Dhillon,30,Female,Coimbatore,Tamil Nadu,Current,2024-07-31,460868,21-30
C00656,Shayak Venkatesh,26,Male,Coimbatore,Tamil Nadu,Savings,2021-05-22,404498,21-30
C00657,Azad Malhotra,58,Female,Chennai,Tamil Nadu,Current,2025-09-13,235123,51-60
C00658,Aayush Magar,29,Male,Bangalore,Karnataka,Current,2021-11-26,347966,21-30
C00659,Yuvraj  Chatterjee,36,Female,Chennai,Tamil Nadu,Savings,2022-12-30,454539,31-40
C00660,Miraya Gara,40,Male,Kochi,Kerala,Savings,2022-04-28,402085,31-40
C00661,Samiha Chanda,39,Male,Hyderabad,Telangana,Savings,2021-10-14,269463,31-40
C00662,Yakshit Halder,28,Male,Hyderabad,Telangana,Current,2023-01-30,344538,21-30
C00663,Misha Virk,25,Male,Mumbai,Maharashtra,Current,2023-07-11,499645,21-30
C00664,Anahita Chand,29,Female,Bangalore,Karnataka,Current,2022-09-02,201581,21-30
C00665,Gatik Gopal,32,Female,Mumbai,Maharashtra,Savings,2022-06-07,18750,31-40
C00666,Shayak Bhardwaj,25,Male,Mumbai,Maharashtra,Current,2025-05-20,123111,21-30
C00667,Dhanush Kade,24,Female,Chennai,Tamil Nadu,Current,2024-11-03,339552,21-30
C00668,Suhana Cherian,53,Female,Pune,Maharashtra,Current,2022-11-26,377950,51-60
C00669,Hansh Hora,26,Male,Hyderabad,Telangana,Current,2026-04-28,53828,21-30
C00670,Vivaan Gole,26,Male,Bangalore,Karnataka,Savings,2025-04-10,291222,21-30
C00671,Jhanvi Kibe,46,Male,Bangalore,Karnataka,Current,2023-01-01,376307,41-50
C00672,Bhavin Boase,36,Male,Hyderabad,Telangana,Savings,2022-04-16,55200,31-40
C00673,Umang Chatterjee,28,Female,Hyderabad,Telangana,Savings,2021-07-23,172157,21-30
C00674,Vardaniya Virk,32,Male,Pune,Maharashtra,Savings,2024-02-11,381143,31-40
C00675,Hunar Edwin,21,Male,Coimbatore,Tamil Nadu,Current,2025-01-03,191773,21-30
C00676,Shray Chauhan,54,Female,Mumbai,Maharashtra,Savings,2022-12-05,204966,51-60
C00677,Tarini Kapoor,38,Male,Coimbatore,Tamil Nadu,Savings,2025-05-16,185642,31-40
C00678,Navya Bains,48,Female,Kochi,Kerala,Savings,2023-12-07,147861,41-50
C00679,Ahana  Sami,57,Male,Pune,Maharashtra,Current,2021-11-29,248654,51-60
C00680,Anvi Rege,44,Male,Mumbai,Maharashtra,Current,2026-05-05,460552,41-50
C00681,Siya De,31,Female,Mumbai,Maharashtra,Savings,2023-06-04,143754,31-40
C00682,Lavanya Handa,27,Male,Kochi,Kerala,Savings,2024-04-04,398382,21-30
C00683,Kartik Varghese,21,Male,Mumbai,Maharashtra,Savings,2023-10-10,138215,21-30
C00684,Kiaan Sule,51,Female,Chennai,Tamil Nadu,Current,2025-03-10,492463,51-60
C00685,Rasha Yogi,32,Male,Coimbatore,Tamil Nadu,Current,2026-02-22,127710,31-40
C00686,Samar Banerjee,36,Female,Bangalore,Karnataka,Current,2022-02-09,152217,31-40
C00687,Shlok Suri,25,Female,Kochi,Kerala,Savings,2024-07-15,273214,21-30
C00688,Nishith Bera,24,Male,Pune,Maharashtra,Savings,2022-01-06,431704,21-30
C00689,Zaina Ben,23,Female,Mumbai,Maharashtra,Savings,2023-05-29,469795,21-30
C00690,Zain Iyengar,39,Female,Hyderabad,Telangana,Current,2022-07-11,55290,31-40
C00691,Saira Sagar,50,Male,Mumbai,Maharashtra,Current,2026-04-10,115209,41-50
C00692,Vanya Swaminathan,57,Female,Bangalore,Karnataka,Savings,2023-08-30,253231,51-60
C00693,Shray Mann,58,Female,Bangalore,Karnataka,Savings,2024-11-24,394021,51-60
C00694,Indrajit Joshi,36,Male,Mumbai,Maharashtra,Savings,2023-03-03,498844,31-40
C00695,Pari Viswanathan,22,Male,Hyderabad,Telangana,Current,2022-10-24,343416,21-30
C00696,Ehsaan Dey,21,Female,Kochi,Kerala,Savings,2023-02-04,407897,21-30
C00697,Shlok Bhakta,45,Female,Pune,Maharashtra,Savings,2022-06-22,117580,41-50
C00698,Darshit Jani,36,Female,Mumbai,Maharashtra,Current,2026-03-03,41402,31-40
C00699,Damini Deshmukh,38,Male,Coimbatore,Tamil Nadu,Savings,2022-12-07,493013,31-40
C00700,Bhamini Ganguly,54,Female,Coimbatore,Tamil Nadu,Current,2022-10-09,250364,51-60
C00701,Badal Sagar,26,Male,Pune,Maharashtra,Savings,2023-01-16,344084,21-30
C00702,Vihaan Dave,46,Male,Kochi,Kerala,Savings,2023-02-09,238056,41-50
C00703,Samaira Toor,29,Male,Pune,Maharashtra,Current,2025-07-22,146834,21-30
C00704,Indranil Chaudhuri,41,Female,Kochi,Kerala,Current,2021-09-22,176753,41-50
C00705,Hiran Mand,38,Male,Hyderabad,Telangana,Savings,2025-07-07,116279,31-40
C00706,Elakshi Rajagopalan,58,Male,Coimbatore,Tamil Nadu,Savings,2023-09-25,65395,51-60
C00707,Faiyaz Bir,49,Female,Coimbatore,Tamil Nadu,Current,2023-10-05,223129,41-50
C00708,Anvi Hayer,55,Female,Chennai,Tamil Nadu,Savings,2022-01-16,246934,51-60
C00709,Shaan Sarin,50,Female,Bangalore,Karnataka,Savings,2025-03-16,57406,41-50
C00710,Mahika Dhawan,40,Male,Coimbatore,Tamil Nadu,Savings,2023-07-24,448265,31-40
C00711,Samiha Subramanian,41,Male,Kochi,Kerala,Savings,2022-01-05,382851,41-50
C00712,Prerak Brahmbhatt,43,Female,Coimbatore,Tamil Nadu,Savings,2024-10-20,365039,41-50
C00713,Eva Arya,37,Male,Bangalore,Karnataka,Savings,2023-10-20,222017,31-40
C00714,Tejas Ramaswamy,49,Male,Kochi,Kerala,Savings,2021-10-11,252243,41-50
C00715,Urvi Tailor,29,Male,Chennai,Tamil Nadu,Savings,2024-04-26,42332,21-30
C00716,Vaibhav Kara,35,Male,Kochi,Kerala,Savings,2026-02-12,441842,31-40
C00717,Faiyaz Setty,44,Male,Hyderabad,Telangana,Current,2026-04-06,490996,41-50
C00718,Anahita Badal,25,Male,Kochi,Kerala,Savings,2023-08-12,113678,21-30
C00719,Kartik Shere,49,Male,Pune,Maharashtra,Savings,2022-06-13,484521,41-50
C00720,Pranay Batta,42,Male,Kochi,Kerala,Savings,2023-12-21,251694,41-50
C00721,Manjari Saha,31,Female,Chennai,Tamil Nadu,Current,2023-07-05,270113,31-40
C00722,Samarth Kaur,45,Female,Chennai,Tamil Nadu,Savings,2023-09-30,195568,41-50
C00723,Prerak Agate,32,Female,Coimbatore,Tamil Nadu,Current,2025-04-27,243838,31-40
C00724,Dharmajan Sha,23,Male,Coimbatore,Tamil Nadu,Current,2024-09-03,271562,21-30
C00725,Damini Mall,56,Female,Hyderabad,Telangana,Savings,2022-10-23,55991,51-60
C00726,Romil Bhatti,45,Male,Bangalore,Karnataka,Current,2023-11-26,114573,41-50
C00727,Ehsaan Trivedi,54,Male,Pune,Maharashtra,Savings,2025-11-06,210539,51-60
C00728,Seher Rao,43,Female,Kochi,Kerala,Current,2026-01-11,190372,41-50
C00729,Piya Lall,53,Female,Mumbai,Maharashtra,Current,2024-08-13,151786,51-60
C00730,Kashvi Khatri,22,Female,Coimbatore,Tamil Nadu,Savings,2024-08-22,25363,21-30
C00731,Veer Mander,38,Male,Kochi,Kerala,Current,2024-06-30,287574,31-40
C00732,Saira Chhabra,58,Male,Bangalore,Karnataka,Savings,2026-03-28,62499,51-60
C00733,Ryan Gill,36,Female,Coimbatore,Tamil Nadu,Savings,2024-09-16,410582,31-40
C00734,Jivin Apte,57,Female,Coimbatore,Tamil Nadu,Current,2025-03-07,449994,51-60
C00735,Hridaan Agarwal,32,Male,Kochi,Kerala,Savings,2025-05-12,320650,31-40
C00736,Ira Dey,43,Male,Bangalore,Karnataka,Current,2021-07-04,307612,41-50
C00737,Divit Maharaj,30,Male,Mumbai,Maharashtra,Current,2023-07-29,294229,21-30
C00738,Diya Anne,32,Female,Bangalore,Karnataka,Savings,2021-09-29,57320,31-40
C00739,Kiaan Mahajan,35,Male,Chennai,Tamil Nadu,Savings,2023-07-19,286010,31-40
C00740,Devansh Thakkar,21,Female,Hyderabad,Telangana,Savings,2022-05-13,432809,21-30
C00741,Elakshi Doctor,42,Male,Coimbatore,Tamil Nadu,Current,2025-07-20,41224,41-50
C00742,Neysa Aurora,30,Male,Chennai,Tamil Nadu,Savings,2024-08-01,453799,21-30
C00743,Eva Talwar,44,Male,Mumbai,Maharashtra,Current,2024-03-13,379380,41-50
C00744,Yasmin Buch,46,Male,Pune,Maharashtra,Current,2024-02-04,168211,41-50
C00745,Biju Tank,29,Male,Bangalore,Karnataka,Current,2025-12-13,425153,21-30
C00746,Ela Gole,52,Female,Pune,Maharashtra,Savings,2023-12-03,380767,51-60
C00747,Baiju Kala,60,Female,Mumbai,Maharashtra,Savings,2023-11-06,358930,51-60
C00748,Miraan Rama,32,Female,Mumbai,Maharashtra,Current,2025-08-12,394824,31-40
C00749,Bhamini Sibal,39,Male,Pune,Maharashtra,Savings,2025-05-29,392117,31-40
C00750,Uthkarsh Krishna,57,Female,Chennai,Tamil Nadu,Savings,2023-09-06,105463,51-60
C00751,Reyansh Kurian,41,Male,Mumbai,Maharashtra,Savings,2024-11-14,270143,41-50
C00752,Jivika Dass,42,Male,Coimbatore,Tamil Nadu,Savings,2024-11-17,191828,41-50
C00753,Sumer Loyal,31,Male,Bangalore,Karnataka,Current,2024-01-01,244162,31-40
C00754,Raghav Sankaran,37,Male,Chennai,Tamil Nadu,Savings,2025-05-25,373423,31-40
C00755,Kavya Singh,43,Female,Chennai,Tamil Nadu,Savings,2024-07-25,387704,41-50
C00756,Anay Mall,24,Female,Chennai,Tamil Nadu,Current,2025-12-14,394085,21-30
C00757,Raunak Goel,31,Female,Hyderabad,Telangana,Current,2022-04-24,472301,31-40
C00758,Rhea Rana,43,Female,Hyderabad,Telangana,Savings,2024-01-02,444533,41-50
C00759,Seher Chada,57,Male,Hyderabad,Telangana,Savings,2021-12-26,246604,51-60
C00760,Farhan Sankar,23,Female,Chennai,Tamil Nadu,Savings,2026-04-15,177099,21-30
C00761,Shalv Choudhary,27,Male,Bangalore,Karnataka,Current,2021-11-23,99184,21-30
C00762,Anya Jani,31,Male,Hyderabad,Telangana,Savings,2026-04-16,187183,31-40
C00763,Ryan Datta,60,Female,Mumbai,Maharashtra,Savings,2021-11-09,236137,51-60
C00764,Stuvan Chand,31,Female,Pune,Maharashtra,Savings,2025-05-27,38078,31-40
C00765,Mehul Sharaf,42,Male,Chennai,Tamil Nadu,Savings,2023-06-20,224580,41-50
C00766,Yuvraj  Barman,56,Female,Pune,Maharashtra,Current,2023-02-26,165923,51-60
C00767,Tanya Dani,27,Male,Coimbatore,Tamil Nadu,Current,2023-04-25,309772,21-30
C00768,Eshani Doshi,52,Male,Mumbai,Maharashtra,Savings,2021-11-08,199178,51-60
C00769,Mahika Shan,48,Male,Chennai,Tamil Nadu,Current,2023-01-04,441959,41-50
C00770,Suhana Dubey,59,Female,Pune,Maharashtra,Savings,2023-03-31,60849,51-60
C00771,Raghav Krishnan,34,Male,Chennai,Tamil Nadu,Current,2024-01-22,52958,31-40
C00772,Aaryahi Krishna,28,Female,Hyderabad,Telangana,Current,2023-03-02,256910,21-30
C00773,Azad Garde,37,Male,Hyderabad,Telangana,Current,2025-07-04,106931,31-40
C00774,Tanya Savant,45,Female,Bangalore,Karnataka,Savings,2025-05-08,243714,41-50
C00775,Badal Bassi,37,Female,Chennai,Tamil Nadu,Current,2025-12-28,148097,31-40
C00776,Reyansh Mani,38,Male,Coimbatore,Tamil Nadu,Savings,2025-10-10,404387,31-40
C00777,Siya Jayaraman,27,Male,Pune,Maharashtra,Current,2025-04-20,433719,21-30
C00778,Vidur Bhandari,47,Male,Mumbai,Maharashtra,Savings,2024-02-03,450819,41-50
C00779,Samaira Kalita,54,Female,Hyderabad,Telangana,Current,2025-09-09,310267,51-60
C00780,Nishith Walla,51,Female,Coimbatore,Tamil Nadu,Savings,2021-12-26,216991,51-60
C00781,Vivaan Wadhwa,23,Male,Kochi,Kerala,Savings,2022-01-15,406984,21-30
C00782,Ivana Khalsa,32,Male,Hyderabad,Telangana,Savings,2023-07-08,433866,31-40
C00783,Yakshit Karan,29,Male,Coimbatore,Tamil Nadu,Current,2025-09-24,51087,21-30
C00784,Farhan Kapur,48,Male,Pune,Maharashtra,Savings,2025-11-07,447312,41-50
C00785,Dharmajan Tella,37,Female,Mumbai,Maharashtra,Savings,2023-12-24,55627,31-40
C00786,Miraan Borde,56,Female,Hyderabad,Telangana,Current,2024-12-28,459117,51-60
C00787,Nakul Bobal,54,Female,Bangalore,Karnataka,Savings,2023-12-09,422379,51-60
C00788,Pari Lata,60,Female,Pune,Maharashtra,Savings,2023-06-06,227287,51-60
C00789,Mishti Joshi,30,Male,Coimbatore,Tamil Nadu,Savings,2022-12-13,305008,21-30
C00790,Yashvi Rattan,27,Female,Kochi,Kerala,Current,2025-01-11,470269,21-30
C00791,Uthkarsh Choudhary,37,Female,Hyderabad,Telangana,Current,2023-10-10,309904,31-40
C00792,Kimaya Guha,51,Male,Mumbai,Maharashtra,Savings,2024-12-04,154396,51-60
C00793,Gokul Kashyap,30,Female,Hyderabad,Telangana,Savings,2023-07-24,217509,21-30
C00794,Jhanvi Soman,36,Male,Bangalore,Karnataka,Current,2022-06-15,492782,31-40
C00795,Sana Hari,44,Male,Bangalore,Karnataka,Current,2025-11-05,438545,41-50
C00796,Zeeshan Bobal,40,Female,Kochi,Kerala,Current,2024-10-03,451894,31-40
C00797,Aarush Mand,27,Male,Hyderabad,Telangana,Savings,2021-12-05,167538,21-30
C00798,Ayesha Raja,49,Female,Pune,Maharashtra,Current,2026-04-03,392100,41-50
C00799,Myra Mahal,59,Male,Hyderabad,Telangana,Savings,2023-08-21,241586,51-60
C00800,Siya Kant,47,Female,Coimbatore,Tamil Nadu,Current,2021-06-20,440449,41-50
C00801,Rohan Balasubramanian,53,Male,Chennai,Tamil Nadu,Savings,2024-10-11,173118,51-60
C00802,Tiya Uppal,53,Female,Pune,Maharashtra,Savings,2024-01-09,419215,51-60
C00803,Samaira Batta,54,Male,Kochi,Kerala,Savings,2024-08-02,111063,51-60
C00804,Chirag Kaul,33,Male,Kochi,Kerala,Savings,2025-08-29,27338,31-40
C00805,Nitara Kalla,24,Female,Hyderabad,Telangana,Savings,2025-05-13,153643,21-30
C00806,Renee Dhillon,50,Female,Bangalore,Karnataka,Savings,2023-10-09,367131,41-50
C00807,Purab Chacko,36,Female,Chennai,Tamil Nadu,Current,2025-04-14,321449,31-40
C00808,Akarsh Khatri,32,Female,Hyderabad,Telangana,Current,2022-03-11,190485,31-40
C00809,Veer Sehgal,37,Male,Coimbatore,Tamil Nadu,Current,2024-04-06,24391,31-40
C00810,Samarth Balakrishnan,24,Male,Hyderabad,Telangana,Savings,2023-06-15,459373,21-30
C00811,Riaan Hora,35,Male,Coimbatore,Tamil Nadu,Current,2025-08-05,351619,31-40
C00812,Ranbir Sami,53,Male,Hyderabad,Telangana,Savings,2023-08-13,258563,51-60
C00813,Vaibhav Sheth,32,Male,Coimbatore,Tamil Nadu,Savings,2026-05-13,142325,31-40
C00814,Mahika Cheema,40,Female,Mumbai,Maharashtra,Current,2021-08-22,479490,31-40
C00815,Himmat Sankar,43,Female,Hyderabad,Telangana,Current,2023-05-03,124404,41-50
C00816,Anahita Chauhan,40,Female,Hyderabad,Telangana,Savings,2025-05-01,13852,31-40
C00817,Ishaan Basu,44,Female,Mumbai,Maharashtra,Current,2023-12-20,368829,41-50
C00818,Ishaan Virk,51,Male,Chennai,Tamil Nadu,Current,2024-03-10,154956,51-60
C00819,Tanya Lalla,41,Female,Pune,Maharashtra,Current,2025-05-24,353995,41-50
C00820,Samarth Batta,40,Male,Pune,Maharashtra,Savings,2021-10-15,281210,31-40
C00821,Riaan Sachdev,36,Male,Kochi,Kerala,Current,2026-03-11,356308,31-40
C00822,Anaya Sahni,29,Male,Bangalore,Karnataka,Current,2026-01-19,164981,21-30
C00823,Jayant Sodhi,47,Female,Bangalore,Karnataka,Current,2025-05-21,396259,41-50
C00824,Armaan Srinivasan,58,Male,Chennai,Tamil Nadu,Current,2024-12-02,390921,51-60
C00825,Madhav Suri,35,Female,Pune,Maharashtra,Current,2024-12-19,275979,31-40
C00826,Manjari Kannan,31,Male,Bangalore,Karnataka,Current,2024-05-29,61172,31-40
C00827,Hiran Banerjee,29,Female,Hyderabad,Telangana,Savings,2022-09-15,366365,21-30
C00828,Aarna Ahluwalia,26,Male,Bangalore,Karnataka,Current,2025-12-11,127088,21-30
C00829,Tejas Agarwal,40,Female,Pune,Maharashtra,Current,2022-01-15,204868,31-40
C00830,Riaan Desai,58,Female,Bangalore,Karnataka,Current,2022-07-12,456281,51-60
C00831,Vivaan Gandhi,51,Male,Chennai,Tamil Nadu,Savings,2023-06-08,257579,51-60
C00832,Rati Sathe,53,Male,Coimbatore,Tamil Nadu,Current,2023-02-16,287787,51-60
C00833,Shayak Bhagat,47,Male,Bangalore,Karnataka,Savings,2021-08-17,82018,41-50
C00834,Lakshit Deshpande,42,Female,Coimbatore,Tamil Nadu,Current,2023-09-15,85090,41-50
C00835,Lakshay Issac,32,Male,Bangalore,Karnataka,Current,2024-09-07,184393,31-40
C00836,Adah Khalsa,32,Female,Pune,Maharashtra,Savings,2025-12-14,12471,31-40
C00837,Indrajit De,38,Male,Hyderabad,Telangana,Savings,2022-05-01,312136,31-40
C00838,Urvi Khosla,31,Female,Kochi,Kerala,Savings,2023-05-30,77845,31-40
C00839,Kartik Dugar,48,Female,Mumbai,Maharashtra,Current,2023-10-05,234932,41-50
C00840,Ehsaan Baria,45,Male,Hyderabad,Telangana,Savings,2024-03-20,289855,41-50
C00841,Heer Deshmukh,44,Male,Coimbatore,Tamil Nadu,Current,2022-03-17,406806,41-50
C00842,Advika Sankar,54,Male,Kochi,Kerala,Savings,2025-06-14,364810,51-60
C00843,Saanvi Badami,36,Male,Chennai,Tamil Nadu,Current,2024-08-09,173626,31-40
C00844,Ayesha Kara,27,Female,Coimbatore,Tamil Nadu,Current,2025-09-10,97566,21-30
C00845,Ehsaan Gera,23,Female,Chennai,Tamil Nadu,Current,2025-12-30,249036,21-30
C00846,Yuvaan Sethi,54,Female,Pune,Maharashtra,Current,2024-06-17,475554,51-60
C00847,Nitara Raj,29,Female,Pune,Maharashtra,Current,2024-11-23,198350,21-30
C00848,Yuvaan Sane,33,Male,Kochi,Kerala,Current,2023-10-06,20026,31-40
C00849,Anaya Bansal,35,Male,Coimbatore,Tamil Nadu,Savings,2023-07-12,394867,31-40
C00850,Diya Kaur,58,Male,Chennai,Tamil Nadu,Savings,2025-01-05,202199,51-60
C00851,Zain Mannan,23,Female,Pune,Maharashtra,Current,2022-06-19,414356,21-30
C00852,Ira Boase,60,Male,Mumbai,Maharashtra,Savings,2024-04-29,357062,51-60
C00853,Navya Kaur,22,Male,Chennai,Tamil Nadu,Savings,2025-07-07,228510,21-30
C00854,Nitya Tandon,45,Male,Hyderabad,Telangana,Current,2022-02-08,258720,41-50
C00855,Prisha Golla,30,Male,Pune,Maharashtra,Savings,2024-06-18,167871,21-30
C00856,Faiyaz Ganguly,27,Female,Hyderabad,Telangana,Savings,2025-07-24,229585,21-30
C00857,Indrajit Dhillon,27,Male,Kochi,Kerala,Current,2024-01-08,69775,21-30
C00858,Yuvraj  Bajaj,27,Female,Kochi,Kerala,Savings,2026-02-28,329292,21-30
C00859,Darshit Chad,37,Male,Coimbatore,Tamil Nadu,Current,2025-05-16,378803,31-40
C00860,Ryan Golla,39,Male,Hyderabad,Telangana,Savings,2022-10-31,297382,31-40
C00861,Dharmajan Iyer,34,Female,Hyderabad,Telangana,Current,2021-07-16,132948,31-40
C00862,Ehsaan Balasubramanian,21,Male,Chennai,Tamil Nadu,Savings,2023-04-17,447902,21-30
C00863,Dishani Chaudhuri,52,Male,Mumbai,Maharashtra,Savings,2022-08-16,418696,51-60
C00864,Romil Sridhar,25,Male,Mumbai,Maharashtra,Current,2024-04-05,347818,21-30
C00865,Vivaan Sen,50,Female,Coimbatore,Tamil Nadu,Current,2022-11-06,253415,41-50
C00866,Hunar Sood,27,Male,Chennai,Tamil Nadu,Savings,2023-09-22,456823,21-30
C00867,Yasmin Borah,44,Female,Bangalore,Karnataka,Current,2024-11-28,397207,41-50
